x-position,y-position,x-velocity,y-velocity,x-observable,y-observable
-5822.40,848.40,-3.50,3.70,-5821.98,848.74
-5825.90,852.00,-3.50,3.60,-5826.44,853.68
-5829.40,855.60,-3.50,3.60,-5829.35,855.14
-5832.90,859.20,-3.50,3.60,-5833.85,859.88
-5836.40,862.90,-3.50,3.70,-5836.21,861.37
-5839.90,866.60,-3.50,3.70,-5839.67,867.67
-5843.30,870.40,-3.40,3.80,-5842.87,873.70
-5846.60,874.20,-3.30,3.80,-5847.05,874.35
-5849.90,878.00,-3.30,3.80,-5847.74,879.17
-5853.20,881.70,-3.30,3.70,-5855.41,881.76
-5856.60,885.50,-3.40,3.80,-5858.01,884.70
-5860.00,889.30,-3.40,3.80,-5859.79,889.26
-5863.40,893.00,-3.40,3.70,-5862.09,893.31
-5866.80,896.60,-3.40,3.60,-5867.83,897.20
-5870.10,900.30,-3.30,3.70,-5868.35,899.63
-5873.50,904.10,-3.40,3.80,-5873.62,903.94
-5876.90,907.90,-3.40,3.80,-5876.36,907.99
-5880.30,911.80,-3.40,3.90,-5880.36,911.00
-5883.70,915.80,-3.40,4.00,-5885.64,915.46
-5887.10,919.70,-3.40,3.90,-5886.19,921.92
-5890.40,923.60,-3.30,3.90,-5890.72,924.90
-5893.60,927.50,-3.20,3.90,-5893.20,929.36
-5896.80,931.50,-3.20,4.00,-5897.81,930.01
-5900.10,935.50,-3.30,4.00,-5901.07,935.81
-5903.40,939.50,-3.30,4.00,-5903.38,937.86
-5906.70,943.50,-3.30,4.00,-5907.56,943.56
-5909.90,947.50,-3.20,4.00,-5909.53,947.66
-5913.10,951.50,-3.20,4.00,-5913.36,950.28
-5916.30,955.50,-3.20,4.00,-5917.79,955.07
-5919.50,959.60,-3.20,4.10,-5919.55,960.48
-5922.70,963.70,-3.20,4.10,-5921.67,963.34
-5925.90,967.70,-3.20,4.00,-5925.22,964.94
-5929.10,971.70,-3.20,4.00,-5929.14,972.02
-5932.40,975.60,-3.30,3.90,-5930.95,975.42
-5935.80,979.40,-3.40,3.80,-5935.72,980.10
-5939.10,983.20,-3.30,3.80,-5940.44,985.28
-5942.30,987.00,-3.20,3.80,-5941.30,987.05
-5945.50,990.80,-3.20,3.80,-5944.92,990.58
-5948.70,994.60,-3.20,3.80,-5950.00,993.00
-5951.90,998.40,-3.20,3.80,-5952.58,997.99
-5955.10,1002.30,-3.20,3.90,-5955.15,1001.49
-5958.30,1006.10,-3.20,3.80,-5958.52,1007.54
-5961.50,1009.90,-3.20,3.80,-5959.79,1009.76
-5964.80,1013.70,-3.30,3.80,-5965.75,1013.03
-5968.10,1017.60,-3.30,3.90,-5967.91,1016.57
-5971.50,1021.50,-3.40,3.90,-5971.75,1022.25
-5974.90,1025.30,-3.40,3.80,-5975.78,1024.52
-5978.30,1029.10,-3.40,3.80,-5979.02,1030.94
-5981.70,1032.90,-3.40,3.80,-5980.03,1033.09
-5985.20,1036.70,-3.50,3.80,-5985.30,1037.28
-5988.70,1040.50,-3.50,3.80,-5988.81,1040.52
-5992.20,1044.40,-3.50,3.90,-5992.59,1045.55
-5995.60,1048.30,-3.40,3.90,-5995.66,1046.54
-5999.00,1052.20,-3.40,3.90,-5999.10,1051.50
-6002.40,1056.00,-3.40,3.80,-6001.50,1055.13
-6005.80,1059.90,-3.40,3.90,-6006.15,1058.26
-6009.20,1063.70,-3.40,3.80,-6009.61,1062.89
-6012.50,1067.50,-3.30,3.80,-6013.93,1069.48
-6015.90,1071.40,-3.40,3.90,-6015.49,1070.10
-6019.30,1075.40,-3.40,4.00,-6019.16,1076.08
-6022.80,1079.40,-3.50,4.00,-6023.26,1080.13
-6026.30,1083.40,-3.50,4.00,-6024.71,1082.39
-6029.80,1087.40,-3.50,4.00,-6028.45,1087.03
-6033.30,1091.40,-3.50,4.00,-6033.97,1090.61
-6036.90,1095.40,-3.60,4.00,-6036.47,1094.82
-6040.40,1099.40,-3.50,4.00,-6040.75,1099.04
-6043.90,1103.50,-3.50,4.10,-6042.37,1102.93
-6047.30,1107.50,-3.40,4.00,-6046.82,1107.94
-6050.70,1111.50,-3.40,4.00,-6048.89,1111.34
-6054.10,1115.50,-3.40,4.00,-6056.16,1113.87
-6057.40,1119.50,-3.30,4.00,-6059.29,1119.62
-6060.80,1123.50,-3.40,4.00,-6061.85,1124.05
-6064.30,1127.50,-3.50,4.00,-6066.34,1125.68
-6067.80,1131.50,-3.50,4.00,-6067.71,1132.22
-6071.20,1135.60,-3.40,4.10,-6072.21,1134.29
-6074.70,1139.80,-3.50,4.20,-6076.52,1141.46
-6078.20,1143.90,-3.50,4.10,-6078.32,1144.24
-6081.60,1148.00,-3.40,4.10,-6080.84,1147.72
-6085.00,1152.20,-3.40,4.20,-6086.09,1154.08
-6088.40,1156.50,-3.40,4.30,-6088.25,1156.63
-6091.90,1160.80,-3.50,4.30,-6092.98,1161.48
-6095.40,1165.20,-3.50,4.40,-6094.29,1164.03
-6098.80,1169.60,-3.40,4.40,-6100.55,1168.37
-6102.10,1174.10,-3.30,4.50,-6101.58,1174.59
-6105.40,1178.70,-3.30,4.60,-6105.19,1178.43
-6108.80,1183.20,-3.40,4.50,-6108.42,1182.21
-6112.20,1187.70,-3.40,4.50,-6113.99,1187.56
-6115.60,1192.20,-3.40,4.50,-6114.88,1191.63
-6119.00,1196.70,-3.40,4.50,-6119.09,1195.10
-6122.30,1201.20,-3.30,4.50,-6121.64,1200.08
-6125.60,1205.60,-3.30,4.40,-6124.57,1205.04
-6129.00,1210.10,-3.40,4.50,-6129.51,1210.02
-6132.30,1214.50,-3.30,4.40,-6132.02,1216.35
-6135.70,1219.00,-3.40,4.50,-6136.59,1220.53
-6139.10,1223.50,-3.40,4.50,-6138.02,1223.58
-6142.60,1228.00,-3.50,4.50,-6144.44,1227.72
-6146.10,1232.50,-3.50,4.50,-6145.98,1233.05
-6149.60,1237.10,-3.50,4.60,-6149.25,1237.87
-6153.10,1241.70,-3.50,4.60,-6151.85,1240.28
-6156.50,1246.30,-3.40,4.60,-6156.84,1245.78
-6159.90,1250.80,-3.40,4.50,-6161.11,1252.57
-6163.30,1255.40,-3.40,4.60,-6161.46,1254.53
-6166.60,1260.00,-3.30,4.60,-6167.02,1259.49
-6169.90,1264.50,-3.30,4.50,-6170.62,1262.54
-6173.30,1269.00,-3.40,4.50,-6173.65,1270.32
-6176.70,1273.60,-3.40,4.60,-6177.29,1275.45
-6180.20,1278.30,-3.50,4.70,-6181.55,1278.30
-6183.70,1283.00,-3.50,4.70,-6184.32,1282.64
-6187.10,1287.60,-3.40,4.60,-6187.61,1287.27
-6190.50,1292.20,-3.40,4.60,-6190.89,1292.59
-6194.00,1296.80,-3.50,4.60,-6193.18,1298.06
-6197.50,1301.30,-3.50,4.50,-6198.31,1300.19
-6201.00,1305.90,-3.50,4.60,-6200.24,1304.38
-6204.50,1310.50,-3.50,4.60,-6203.89,1311.21
-6207.90,1315.20,-3.40,4.70,-6208.68,1313.75
-6211.30,1319.80,-3.40,4.60,-6212.33,1319.38
-6214.70,1324.50,-3.40,4.70,-6215.20,1325.99
-6218.20,1329.10,-3.50,4.60,-6219.41,1328.39
-6221.70,1333.70,-3.50,4.60,-6222.58,1332.28
-6225.30,1338.30,-3.60,4.60,-6226.24,1339.66
-6228.90,1342.80,-3.60,4.50,-6230.42,1340.64
-6232.50,1347.20,-3.60,4.40,-6233.17,1347.44
-6236.00,1351.60,-3.50,4.40,-6235.70,1351.91
-6239.50,1356.10,-3.50,4.50,-6241.35,1357.35
-6243.00,1360.60,-3.50,4.50,-6243.11,1359.83
-6246.50,1365.00,-3.50,4.40,-6246.48,1364.60
-6250.10,1369.40,-3.60,4.40,-6250.53,1369.28
-6253.70,1373.70,-3.60,4.30,-6252.70,1374.50
-6257.40,1378.10,-3.70,4.40,-6256.71,1379.25
-6261.00,1382.50,-3.60,4.40,-6262.06,1381.82
-6264.60,1386.80,-3.60,4.30,-6263.59,1386.58
-6268.20,1391.10,-3.60,4.30,-6267.81,1390.47
-6271.70,1395.40,-3.50,4.30,-6270.51,1394.61
-6275.20,1399.70,-3.50,4.30,-6275.78,1400.41
-6278.80,1404.10,-3.60,4.40,-6275.20,1405.74
-6282.40,1408.50,-3.60,4.40,-6281.34,1410.42
-6285.90,1413.00,-3.50,4.50,-6285.60,1413.11
-6289.50,1417.60,-3.60,4.60,-6290.42,1419.03
-6293.10,1422.20,-3.60,4.60,-6294.47,1423.51
-6296.80,1426.80,-3.70,4.60,-6296.45,1426.99
-6300.40,1431.40,-3.60,4.60,-6299.69,1432.43
-6304.00,1436.00,-3.60,4.60,-6303.17,1437.23
-6307.70,1440.60,-3.70,4.60,-6308.56,1439.84
-6311.30,1445.20,-3.60,4.60,-6311.36,1444.89
-6314.90,1449.80,-3.60,4.60,-6315.80,1450.30
-6318.50,1454.50,-3.60,4.70,-6320.29,1453.01
-6322.00,1459.20,-3.50,4.70,-6321.41,1459.74
-6325.60,1463.80,-3.60,4.60,-6325.42,1462.72
-6329.10,1468.50,-3.50,4.70,-6329.87,1469.70
-6332.60,1473.20,-3.50,4.70,-6332.82,1473.58
-6336.00,1478.00,-3.40,4.80,-6335.97,1477.62
-6339.50,1482.70,-3.50,4.70,-6340.29,1480.53
-6343.00,1487.30,-3.50,4.60,-6343.96,1488.22
-6346.60,1491.90,-3.60,4.60,-6348.04,1491.83
-6350.20,1496.50,-3.60,4.60,-6349.99,1495.87
-6353.80,1501.10,-3.60,4.60,-6352.12,1501.03
-6357.40,1505.70,-3.60,4.60,-6356.98,1505.82
-6361.10,1510.30,-3.70,4.60,-6360.86,1511.68
-6364.90,1515.00,-3.80,4.70,-6364.15,1514.33
-6368.70,1519.80,-3.80,4.80,-6368.78,1518.63
-6372.60,1524.60,-3.90,4.80,-6372.57,1525.47
-6376.50,1529.40,-3.90,4.80,-6376.56,1530.73
-6380.40,1534.20,-3.90,4.80,-6379.50,1534.58
-6384.40,1539.00,-4.00,4.80,-6383.98,1537.71
-6388.40,1543.80,-4.00,4.80,-6388.55,1542.72
-6392.50,1548.70,-4.10,4.90,-6391.83,1551.18
-6396.60,1553.60,-4.10,4.90,-6397.97,1554.22
-6400.80,1558.50,-4.20,4.90,-6401.15,1559.50
-6405.00,1563.50,-4.20,5.00,-6406.42,1563.54
-6409.20,1568.60,-4.20,5.10,-6409.13,1570.77
-6413.50,1573.70,-4.30,5.10,-6412.47,1573.41
-6417.70,1578.90,-4.20,5.20,-6418.28,1581.35
-6422.00,1584.10,-4.30,5.20,-6421.92,1583.50
-6426.30,1589.30,-4.30,5.20,-6426.02,1588.94
-6430.60,1594.50,-4.30,5.20,-6430.83,1595.33
-6434.90,1599.60,-4.30,5.10,-6436.77,1599.44
-6439.20,1604.80,-4.30,5.20,-6439.85,1604.03
-6443.50,1610.10,-4.30,5.30,-6443.99,1610.30
-6447.80,1615.40,-4.30,5.30,-6448.73,1613.80
-6452.10,1620.60,-4.30,5.20,-6451.10,1619.99
-6456.40,1625.90,-4.30,5.30,-6455.93,1626.49
-6460.70,1631.20,-4.30,5.30,-6461.28,1631.17
-6465.10,1636.60,-4.40,5.40,-6464.84,1637.73
-6469.40,1642.00,-4.30,5.40,-6466.48,1642.47
-6473.60,1647.40,-4.20,5.40,-6472.41,1645.85
-6477.80,1652.80,-4.20,5.40,-6475.66,1652.75
-6482.10,1658.30,-4.30,5.50,-6482.98,1658.89
-6486.40,1663.70,-4.30,5.40,-6486.14,1662.61
-6490.70,1669.10,-4.30,5.40,-6489.84,1668.92
-6495.10,1674.50,-4.40,5.40,-6494.28,1675.76
-6499.40,1680.00,-4.30,5.50,-6500.12,1678.68
-6503.60,1685.50,-4.20,5.50,-6505.01,1686.86
-6507.80,1691.00,-4.20,5.50,-6508.09,1690.47
-6511.90,1696.50,-4.10,5.50,-6513.84,1697.38
-6516.00,1701.90,-4.10,5.40,-6515.85,1702.29
-6520.10,1707.20,-4.10,5.30,-6520.94,1706.41
-6524.10,1712.60,-4.00,5.40,-6525.45,1710.68
-6528.10,1717.90,-4.00,5.30,-6528.84,1717.77
-6532.00,1723.20,-3.90,5.30,-6531.27,1722.81
-6535.90,1728.50,-3.90,5.30,-6536.04,1728.88
-6539.70,1733.80,-3.80,5.30,-6538.48,1733.46
-6543.50,1739.00,-3.80,5.20,-6543.20,1738.75
-6547.20,1744.30,-3.70,5.30,-6550.31,1745.63
-6550.90,1749.60,-3.70,5.30,-6551.31,1749.91
-6554.60,1754.80,-3.70,5.20,-6553.32,1755.75
-6558.40,1760.00,-3.80,5.20,-6558.24,1760.21
-6562.20,1765.20,-3.80,5.20,-6561.71,1765.58
-6566.00,1770.30,-3.80,5.10,-6563.17,1771.83
-6569.70,1775.30,-3.70,5.00,-6569.40,1774.76
-6573.50,1780.30,-3.80,5.00,-6572.61,1781.48
-6577.20,1785.40,-3.70,5.10,-6578.07,1786.94
-6580.90,1790.40,-3.70,5.00,-6581.55,1789.53
-6584.50,1795.30,-3.60,4.90,-6586.02,1794.04
-6588.00,1800.10,-3.50,4.80,-6588.89,1798.24
-6591.50,1805.00,-3.50,4.90,-6592.70,1805.63
-6594.90,1809.80,-3.40,4.80,-6594.37,1809.71
-6598.30,1814.60,-3.40,4.80,-6598.80,1813.53
-6601.60,1819.50,-3.30,4.90,-6601.59,1819.09
-6604.90,1824.50,-3.30,5.00,-6604.35,1825.60
-6608.20,1829.50,-3.30,5.00,-6606.82,1829.03
-6611.60,1834.50,-3.40,5.00,-6612.15,1833.39
-6615.00,1839.40,-3.40,4.90,-6614.43,1838.88
-6618.30,1844.30,-3.30,4.90,-6618.32,1843.30
-6621.60,1849.20,-3.30,4.90,-6620.87,1848.43
-6624.90,1854.20,-3.30,5.00,-6625.45,1853.94
-6628.10,1859.20,-3.20,5.00,-6629.03,1860.29
-6631.40,1864.30,-3.30,5.10,-6631.66,1866.54
-6634.70,1869.30,-3.30,5.00,-6636.33,1870.24
-6637.90,1874.30,-3.20,5.00,-6639.38,1875.38
-6641.10,1879.30,-3.20,5.00,-6640.58,1878.94
-6644.30,1884.30,-3.20,5.00,-6645.00,1884.11
-6647.50,1889.20,-3.20,4.90,-6646.52,1887.92
-6650.70,1894.20,-3.20,5.00,-6652.62,1893.78
-6653.80,1899.10,-3.10,4.90,-6653.28,1899.57
-6656.90,1904.00,-3.10,4.90,-6658.20,1903.84
-6660.00,1908.90,-3.10,4.90,-6659.88,1907.06
-6663.10,1913.80,-3.10,4.90,-6663.41,1914.55
-6666.20,1918.70,-3.10,4.90,-6667.64,1919.09
-6669.20,1923.70,-3.00,5.00,-6669.84,1924.45
-6672.20,1928.70,-3.00,5.00,-6673.67,1927.77
-6675.20,1933.60,-3.00,4.90,-6674.81,1934.70
-6678.20,1938.40,-3.00,4.80,-6678.49,1939.77
-6681.20,1943.20,-3.00,4.80,-6680.12,1944.53
-6684.20,1948.10,-3.00,4.90,-6682.68,1946.85
-6687.20,1953.00,-3.00,4.90,-6688.75,1952.52
-6690.20,1957.90,-3.00,4.90,-6691.56,1959.15
-6693.20,1962.80,-3.00,4.90,-6690.85,1962.91
-6696.10,1967.80,-2.90,5.00,-6695.05,1967.44
-6699.10,1972.90,-3.00,5.10,-6700.27,1972.15
-6702.10,1978.00,-3.00,5.10,-6700.62,1976.87
-6705.00,1983.10,-2.90,5.10,-6704.10,1984.13
-6708.00,1988.20,-3.00,5.10,-6710.50,1988.99
-6711.00,1993.40,-3.00,5.20,-6709.80,1991.24
-6714.00,1998.60,-3.00,5.20,-6715.04,1999.45
-6717.10,2003.70,-3.10,5.10,-6715.51,2003.02
-6720.20,2008.70,-3.10,5.00,-6720.54,2006.75
-6723.40,2013.80,-3.20,5.10,-6724.73,2013.83
-6726.60,2018.90,-3.20,5.10,-6728.02,2018.42
-6729.80,2023.90,-3.20,5.00,-6731.54,2023.22
-6733.10,2028.90,-3.30,5.00,-6732.80,2027.98
-6736.50,2034.00,-3.40,5.10,-6737.92,2033.94
-6739.90,2039.00,-3.40,5.00,-6741.73,2037.78
-6743.30,2044.10,-3.40,5.10,-6743.92,2044.93
-6746.70,2049.10,-3.40,5.00,-6748.09,2049.82
-6750.10,2054.00,-3.40,4.90,-6748.92,2053.66
-6753.50,2058.90,-3.40,4.90,-6753.17,2059.23
-6756.90,2063.80,-3.40,4.90,-6757.31,2063.43
-6760.20,2068.60,-3.30,4.80,-6760.20,2069.48
-6763.50,2073.30,-3.30,4.70,-6762.27,2074.10
-6766.80,2078.00,-3.30,4.70,-6767.36,2076.45
-6770.20,2082.70,-3.40,4.70,-6770.05,2083.86
-6773.60,2087.50,-3.40,4.80,-6773.21,2086.33
-6776.90,2092.30,-3.30,4.80,-6777.03,2092.62
-6780.20,2097.00,-3.30,4.70,-6781.63,2095.75
-6783.50,2101.80,-3.30,4.80,-6784.27,2101.83
-6786.80,2106.60,-3.30,4.80,-6786.89,2106.80
-6790.10,2111.50,-3.30,4.90,-6791.83,2112.80
-6793.40,2116.40,-3.30,4.90,-6792.02,2118.36
-6796.60,2121.20,-3.20,4.80,-6796.77,2120.10
-6799.80,2126.00,-3.20,4.80,-6800.92,2126.33
-6803.00,2130.80,-3.20,4.80,-6804.03,2132.17
-6806.20,2135.60,-3.20,4.80,-6806.27,2136.65
-6809.50,2140.50,-3.30,4.90,-6807.93,2141.37
-6812.80,2145.50,-3.30,5.00,-6813.23,2147.76
-6816.20,2150.50,-3.40,5.00,-6814.87,2150.91
-6819.70,2155.40,-3.50,4.90,-6821.70,2154.72
-6823.10,2160.20,-3.40,4.80,-6821.56,2159.76
-6826.40,2165.10,-3.30,4.90,-6825.95,2165.72
-6829.60,2170.00,-3.20,4.90,-6830.35,2169.06
-6832.80,2174.90,-3.20,4.90,-6834.88,2174.09
-6836.00,2179.80,-3.20,4.90,-6836.51,2180.27
-6839.20,2184.70,-3.20,4.90,-6839.69,2184.20
-6842.40,2189.60,-3.20,4.90,-6844.31,2188.88
-6845.70,2194.50,-3.30,4.90,-6845.48,2195.60
-6848.90,2199.30,-3.20,4.80,-6849.38,2199.32
-6852.10,2204.10,-3.20,4.80,-6849.69,2202.66
-6855.40,2208.90,-3.30,4.80,-6854.69,2210.80
-6858.70,2213.70,-3.30,4.80,-6859.83,2213.98
-6862.00,2218.40,-3.30,4.70,-6861.55,2217.57
-6865.30,2223.10,-3.30,4.70,-6865.77,2223.97
-6868.60,2227.70,-3.30,4.60,-6868.94,2228.73
-6871.90,2232.30,-3.30,4.60,-6870.81,2232.25
-6875.20,2236.90,-3.30,4.60,-6875.61,2235.25
-6878.40,2241.50,-3.20,4.60,-6878.81,2242.02
-6881.60,2246.10,-3.20,4.60,-6881.30,2245.37
-6884.70,2250.70,-3.10,4.60,-6884.60,2251.06
-6887.80,2255.30,-3.10,4.60,-6887.63,2254.69
-6890.90,2260.00,-3.10,4.70,-6890.15,2260.63
-6894.00,2264.70,-3.10,4.70,-6893.84,2265.71
-6897.20,2269.40,-3.20,4.70,-6896.40,2269.68
-6900.40,2274.10,-3.20,4.70,-6902.04,2273.97
-6903.60,2278.80,-3.20,4.70,-6904.47,2279.38
-6906.80,2283.40,-3.20,4.60,-6907.17,2282.18
-6910.00,2288.00,-3.20,4.60,-6909.93,2288.18
-6913.30,2292.70,-3.30,4.70,-6914.55,2292.90
-6916.60,2297.40,-3.30,4.70,-6915.46,2297.01
-6920.00,2302.00,-3.40,4.60,-6920.39,2301.31
-6923.40,2306.50,-3.40,4.50,-6922.68,2305.49
-6926.70,2311.00,-3.30,4.50,-6925.03,2312.26
-6930.00,2315.60,-3.30,4.60,-6931.49,2315.07
-6933.20,2320.20,-3.20,4.60,-6934.98,2319.65
-6936.40,2324.90,-3.20,4.70,-6936.98,2325.93
-6939.50,2329.70,-3.10,4.80,-6939.92,2329.71
-6942.50,2334.50,-3.00,4.80,-6941.95,2334.18
-6945.50,2339.40,-3.00,4.90,-6946.65,2340.62
-6948.40,2344.30,-2.90,4.90,-6949.03,2343.19
-6951.20,2349.30,-2.80,5.00,-6951.60,2348.45
-6954.00,2354.30,-2.80,5.00,-6952.77,2353.96
-6956.80,2359.20,-2.80,4.90,-6956.36,2359.16
-6959.70,2364.10,-2.90,4.90,-6960.10,2364.44
-6962.60,2369.00,-2.90,4.90,-6962.34,2368.60
-6965.50,2373.90,-2.90,4.90,-6966.09,2373.37
-6968.40,2378.90,-2.90,5.00,-6967.25,2379.73
-6971.30,2383.80,-2.90,4.90,-6972.05,2382.71
-6974.10,2388.60,-2.80,4.80,-6972.92,2388.75
-6976.90,2393.40,-2.80,4.80,-6977.14,2393.91
-6979.80,2398.20,-2.90,4.80,-6980.58,2398.08
-6982.80,2402.90,-3.00,4.70,-6982.06,2402.95
-6985.90,2407.70,-3.10,4.80,-6985.73,2408.76
-6989.10,2412.50,-3.20,4.80,-6987.15,2412.69
-6992.20,2417.40,-3.10,4.90,-6992.15,2418.58
-6995.30,2422.20,-3.10,4.80,-6996.07,2423.53
-6998.40,2427.00,-3.10,4.80,-6999.24,2427.11
-7001.50,2431.80,-3.10,4.80,-7000.94,2430.63
-7004.60,2436.50,-3.10,4.70,-7002.56,2436.44
-7007.70,2441.30,-3.10,4.80,-7007.12,2440.86
-7010.90,2446.10,-3.20,4.80,-7011.75,2445.30
-7014.10,2450.80,-3.20,4.70,-7013.91,2450.25
-7017.30,2455.40,-3.20,4.60,-7017.47,2455.88
-7020.50,2460.00,-3.20,4.60,-7019.75,2462.19
-7023.60,2464.60,-3.10,4.60,-7024.70,2464.37
-7026.60,2469.20,-3.00,4.60,-7027.74,2469.02
-7029.50,2473.80,-2.90,4.60,-7029.66,2474.92
-7032.40,2478.50,-2.90,4.70,-7031.94,2479.34
-7035.30,2483.20,-2.90,4.70,-7036.53,2484.05
-7038.20,2487.90,-2.90,4.70,-7037.52,2488.00
-7041.00,2492.60,-2.80,4.70,-7040.29,2491.12
-7043.80,2497.40,-2.80,4.80,-7044.64,2496.52
-7046.60,2502.20,-2.80,4.80,-7046.20,2501.64
-7049.30,2507.00,-2.70,4.80,-7049.29,2506.93
-7052.00,2511.80,-2.70,4.80,-7050.78,2513.14
-7054.70,2516.60,-2.70,4.80,-7054.91,2517.42
-7057.30,2521.40,-2.60,4.80,-7056.66,2522.52
-7059.90,2526.30,-2.60,4.90,-7058.48,2526.02
-7062.40,2531.20,-2.50,4.90,-7062.81,2533.04
-7065.00,2536.00,-2.60,4.80,-7065.25,2536.64
-7067.70,2540.70,-2.70,4.70,-7067.11,2538.65
-7070.40,2545.40,-2.70,4.70,-7070.70,2544.79
-7073.10,2550.10,-2.70,4.70,-7073.24,2550.11
-7075.80,2554.80,-2.70,4.70,-7076.28,2553.86
-7078.60,2559.50,-2.80,4.70,-7076.96,2558.95
-7081.30,2564.30,-2.70,4.80,-7080.15,2563.87
-7084.10,2569.20,-2.80,4.90,-7083.77,2570.17
-7087.00,2574.10,-2.90,4.90,-7087.42,2574.54
-7089.90,2579.00,-2.90,4.90,-7090.50,2579.29
-7092.90,2583.90,-3.00,4.90,-7092.52,2583.57
-7095.90,2588.80,-3.00,4.90,-7095.38,2589.05
-7098.80,2593.70,-2.90,4.90,-7097.88,2592.24
-7101.70,2598.50,-2.90,4.80,-7100.04,2599.64
-7104.60,2603.30,-2.90,4.80,-7103.66,2602.53
-7107.50,2608.10,-2.90,4.80,-7108.64,2609.69
-7110.40,2613.00,-2.90,4.90,-7113.25,2616.32
-7113.30,2618.00,-2.90,5.00,-7113.21,2619.44
-7116.10,2623.00,-2.80,5.00,-7116.92,2621.87
-7118.80,2628.10,-2.70,5.10,-7119.91,2628.94
-7121.40,2633.20,-2.60,5.10,-7121.26,2634.46
-7124.00,2638.30,-2.60,5.10,-7124.77,2638.21
-7126.70,2643.30,-2.70,5.00,-7125.56,2644.82
-7129.50,2648.30,-2.80,5.00,-7130.56,2648.96
-7132.30,2653.30,-2.80,5.00,-7130.54,2651.69
-7135.10,2658.30,-2.80,5.00,-7134.54,2657.54
-7137.80,2663.30,-2.70,5.00,-7137.02,2663.64
-7140.50,2668.30,-2.70,5.00,-7140.77,2666.56
-7143.20,2673.30,-2.70,5.00,-7142.82,2673.38
-7145.90,2678.30,-2.70,5.00,-7145.65,2678.21
-7148.50,2683.30,-2.60,5.00,-7149.87,2682.97
-7151.20,2688.40,-2.70,5.10,-7153.26,2689.22
-7154.00,2693.50,-2.80,5.10,-7154.55,2693.66
-7156.80,2698.60,-2.80,5.10,-7154.91,2697.80
-7159.60,2703.60,-2.80,5.00,-7158.62,2704.70
-7162.30,2708.60,-2.70,5.00,-7162.33,2708.75
-7165.10,2713.50,-2.80,4.90,-7164.30,2712.28
-7167.80,2718.40,-2.70,4.90,-7167.85,2717.39
-7170.50,2723.30,-2.70,4.90,-7170.68,2724.05
-7173.10,2728.20,-2.60,4.90,-7173.88,2728.70
-7175.80,2733.10,-2.70,4.90,-7176.47,2733.14
-7178.60,2737.90,-2.80,4.80,-7179.18,2735.80
-7181.40,2742.80,-2.80,4.90,-7182.66,2743.09
-7184.20,2747.80,-2.80,5.00,-7183.77,2748.12
-7187.00,2752.80,-2.80,5.00,-7185.73,2753.02
-7189.80,2757.80,-2.80,5.00,-7189.78,2758.15
-7192.60,2762.80,-2.80,5.00,-7192.46,2762.87
-7195.40,2767.70,-2.80,4.90,-7196.51,2766.06
-7198.30,2772.60,-2.90,4.90,-7199.49,2772.40
-7201.20,2777.60,-2.90,5.00,-7202.22,2777.87
-7204.10,2782.70,-2.90,5.10,-7203.56,2781.21
-7207.00,2787.80,-2.90,5.10,-7206.99,2787.71
-7209.80,2792.90,-2.80,5.10,-7208.33,2793.94
-7212.60,2798.00,-2.80,5.10,-7215.26,2798.96
-7215.30,2803.20,-2.70,5.20,-7216.12,2804.03
-7217.90,2808.30,-2.60,5.10,-7219.92,2806.55
-7220.50,2813.30,-2.60,5.00,-7223.26,2812.32
-7223.10,2818.30,-2.60,5.00,-7225.34,2819.35
-7225.70,2823.20,-2.60,4.90,-7225.58,2822.48
-7228.40,2828.10,-2.70,4.90,-7227.72,2826.91
-7231.10,2833.00,-2.70,4.90,-7231.67,2830.25
-7233.70,2838.00,-2.60,5.00,-7233.02,2838.01
-7236.30,2843.00,-2.60,5.00,-7237.02,2841.67
-7238.80,2847.90,-2.50,4.90,-7238.45,2848.00
-7241.40,2852.70,-2.60,4.80,-7242.04,2852.91
-7244.00,2857.50,-2.60,4.80,-7244.63,2856.96
-7246.50,2862.30,-2.50,4.80,-7246.90,2862.03
-7249.00,2867.10,-2.50,4.80,-7248.27,2865.57
-7251.50,2871.90,-2.50,4.80,-7253.41,2871.22
-7254.00,2876.80,-2.50,4.90,-7252.95,2875.14
-7256.50,2881.70,-2.50,4.90,-7255.23,2882.87
-7259.10,2886.60,-2.60,4.90,-7258.34,2888.26
-7261.70,2891.60,-2.60,5.00,-7260.74,2891.35
-7264.20,2896.50,-2.50,4.90,-7263.10,2894.68
-7266.80,2901.40,-2.60,4.90,-7267.61,2901.04
-7269.40,2906.40,-2.60,5.00,-7268.83,2907.76
-7272.00,2911.40,-2.60,5.00,-7272.41,2910.91
-7274.60,2916.40,-2.60,5.00,-7275.53,2917.98
-7277.20,2921.40,-2.60,5.00,-7277.66,2919.46
-7279.80,2926.50,-2.60,5.10,-7279.56,2925.17
-7282.40,2931.60,-2.60,5.10,-7282.67,2933.14
-7284.90,2936.70,-2.50,5.10,-7285.41,2937.52
-7287.30,2941.80,-2.40,5.10,-7286.15,2940.62
-7289.70,2947.00,-2.40,5.20,-7288.94,2947.00
-7292.00,2952.20,-2.30,5.20,-7291.69,2950.31
-7294.30,2957.40,-2.30,5.20,-7294.62,2958.79
-7296.60,2962.60,-2.30,5.20,-7295.95,2960.11
-7298.90,2967.80,-2.30,5.20,-7297.83,2967.06
